Spirits,     407.01,     True,     1574001116
Proteins,     1235.29,     False,     1574001116
Occult S,    1903.97,    True,    1574105586.1732306
Occult L,  7349.51,  True,  1574106489.1249764
Occult M, 3811.2, True, 1574106533.3252125
